order_id,product_id,quantity,discount,line_total
ORD001782,P0015,2,0.0,16.42
ORD001782,P0013,1,0.0,5.8
ORD001783,P0017,2,0.0,16.88
ORD001783,P0015,1,0.0,8.21
ORD001784,P0011,1,0.15,240.9
ORD001785,P0017,1,0.1,7.6
ORD001786,P0020,1,0.0,27.26
ORD001787,P0007,1,0.15,94.14
ORD001787,P0020,1,0.05,25.9
ORD001787,P0010,2,0.05,640.13
ORD001788,P0010,1,0.05,320.06
ORD001789,P0004,1,0.15,82.65
ORD001790,P0008,1,0.0,190.06
ORD001791,P0018,3,0.05,119.13
ORD001792,P0019,2,0.0,87.42
ORD001792,P0001,1,0.05,44.16
ORD001792,P0003,1,0.0,17.48
ORD001793,P0021,1,0.05,23.3
ORD001793,P0006,2,0.0,93.62
ORD001794,P0022,1,0.2,43.61
ORD001794,P0003,1,0.05,16.61
ORD001794,P0019,1,0.05,41.52
ORD001794,P0012,2,0.0,46.3
ORD001795,P0005,1,0.05,59.94
ORD001796,P0007,1,0.1,99.68
ORD001797,P0004,1,0.05,92.38
ORD001798,P0010,1,0.0,336.91
ORD001799,P0019,3,0.15,111.46
ORD001800,P0010,1,0.15,286.37
ORD001800,P0004,1,0.0,97.24
ORD001800,P0006,3,0.0,140.43
ORD001800,P0020,1,0.0,27.26
ORD001801,P0004,1,0.05,92.38
ORD001801,P0022,1,0.05,51.78
ORD001801,P0005,2,0.05,119.87
ORD001801,P0021,1,0.15,20.85
ORD001802,P0003,1,0.05,16.61
ORD001802,P0001,2,0.05,88.31
ORD001803,P0015,1,0.0,8.21
ORD001804,P0003,1,0.15,14.86
ORD001805,P0010,1,0.05,320.06
ORD001805,P0005,2,0.0,126.18
ORD001806,P0020,1,0.0,27.26
ORD001807,P0003,1,0.15,14.86
ORD001807,P0020,3,0.15,69.51
ORD001807,P0015,1,0.05,7.8
ORD001808,P0004,1,0.0,97.24
ORD001809,P0022,1,0.0,54.51
ORD001810,P0003,2,0.0,34.96
ORD001810,P0009,3,0.15,476.54
ORD001811,P0005,1,0.0,63.09
ORD001811,P0017,1,0.1,7.6
ORD001812,P0019,2,0.1,78.68
ORD001812,P0003,1,0.0,17.48
ORD001813,P0003,1,0.1,15.73
ORD001814,P0009,3,0.0,560.64
ORD001815,P0020,1,0.15,23.17
ORD001816,P0013,2,0.0,11.6
ORD001817,P0022,2,0.05,103.57
ORD001818,P0015,2,0.0,16.42
ORD001819,P0011,1,0.05,269.24
ORD001820,P0001,1,0.1,41.83
ORD001821,P0020,1,0.0,27.26
ORD001821,P0009,2,0.0,373.76
ORD001822,P0003,1,0.0,17.48
ORD001823,P0015,1,0.0,8.21
ORD001824,P0010,1,0.0,336.91
ORD001824,P0001,2,0.05,88.31
ORD001825,P0015,1,0.0,8.21
ORD001826,P0008,3,0.1,513.16
ORD001826,P0010,1,0.05,320.06
ORD001826,P0014,1,0.1,10.21
ORD001827,P0020,1,0.0,27.26
ORD001827,P0006,1,0.1,42.13
ORD001828,P0022,1,0.0,54.51
ORD001828,P0005,1,0.05,59.94
ORD001829,P0021,1,0.0,24.53
ORD001829,P0022,1,0.0,54.51
ORD001829,P0002,1,0.0,117.29
ORD001829,P0003,1,0.1,15.73
ORD001830,P0004,2,0.05,184.76
ORD001830,P0011,3,0.05,807.72
ORD001830,P0013,2,0.0,11.6
ORD001831,P0006,1,0.1,42.13
ORD001831,P0021,1,0.0,24.53
ORD001832,P0010,1,0.0,336.91
ORD001832,P0019,1,0.15,37.15
ORD001832,P0017,2,0.05,16.04
ORD001832,P0021,1,0.0,24.53
ORD001833,P0019,1,0.15,37.15
ORD001834,P0007,2,0.05,210.42
ORD001834,P0005,1,0.15,53.63
ORD001835,P0007,1,0.1,99.68
ORD001835,P0005,1,0.2,50.47
ORD001835,P0003,1,0.0,17.48
ORD001836,P0005,1,0.0,63.09
ORD001836,P0002,3,0.05,334.28
ORD001837,P0014,1,0.1,10.21
ORD001837,P0002,1,0.1,105.56
ORD001837,P0007,1,0.0,110.75
ORD001838,P0016,1,0.05,30.31
ORD001838,P0012,1,0.0,23.15
ORD001839,P0011,2,0.05,538.48
ORD001839,P0015,2,0.0,16.42
ORD001840,P0001,1,0.0,46.48
ORD001841,P0001,1,0.0,46.48
ORD001842,P0010,1,0.0,336.91
ORD001843,P0007,1,0.15,94.14
ORD001844,P0003,2,0.1,31.46
ORD001844,P0006,1,0.0,46.81
ORD001845,P0020,1,0.0,27.26
ORD001845,P0003,1,0.0,17.48
ORD001845,P0001,1,0.0,46.48
ORD001846,P0002,1,0.1,105.56
ORD001847,P0001,1,0.05,44.16
ORD001847,P0002,1,0.0,117.29
ORD001848,P0007,2,0.2,177.2
ORD001849,P0018,2,0.05,79.42
ORD001849,P0022,1,0.15,46.33
ORD001850,P0005,1,0.15,53.63
ORD001850,P0002,2,0.0,234.58
ORD001850,P0015,1,0.0,8.21
ORD001851,P0008,1,0.0,190.06
ORD001852,P0019,2,0.2,69.94
ORD001853,P0020,1,0.0,27.26
ORD001853,P0005,1,0.0,63.09
ORD001854,P0004,1,0.0,97.24
ORD001855,P0014,2,0.0,22.68
ORD001856,P0008,2,0.0,380.12
ORD001857,P0021,2,0.0,49.06
ORD001858,P0013,1,0.0,5.8
ORD001859,P0001,1,0.0,46.48
ORD001859,P0022,2,0.0,109.02
ORD001859,P0002,2,0.1,211.12
ORD001860,P0017,2,0.1,15.19
ORD001861,P0016,1,0.0,31.91
ORD001861,P0021,3,0.05,69.91
ORD001861,P0018,2,0.05,79.42
ORD001862,P0014,2,0.05,21.55
ORD001862,P0020,1,0.05,25.9
ORD001862,P0019,1,0.0,43.71
ORD001862,P0008,1,0.0,190.06
ORD001863,P0015,1,0.0,8.21
ORD001863,P0012,1,0.0,23.15
ORD001864,P0022,2,0.1,98.12
ORD001865,P0020,1,0.0,27.26
ORD001866,P0015,2,0.0,16.42
ORD001866,P0019,1,0.0,43.71
ORD001867,P0016,3,0.05,90.94
ORD001868,P0008,1,0.0,190.06
ORD001869,P0021,1,0.0,24.53
ORD001869,P0012,1,0.0,23.15
ORD001870,P0001,2,0.2,74.37
ORD001870,P0009,1,0.1,168.19
ORD001871,P0022,1,0.0,54.51
ORD001872,P0007,1,0.0,110.75
ORD001872,P0010,2,0.0,673.82
ORD001873,P0019,2,0.05,83.05
ORD001873,P0015,3,0.0,24.63
ORD001873,P0004,1,0.1,87.52
ORD001874,P0008,1,0.0,190.06
ORD001875,P0014,3,0.0,34.02
ORD001876,P0016,1,0.0,31.91
ORD001876,P0010,2,0.05,640.13
ORD001877,P0001,1,0.05,44.16
ORD001877,P0012,1,0.1,20.84
ORD001877,P0013,1,0.1,5.22
ORD001878,P0019,1,0.1,39.34
ORD001879,P0020,1,0.0,27.26
ORD001880,P0009,1,0.2,149.5
ORD001880,P0006,2,0.1,84.26
ORD001880,P0004,1,0.0,97.24
ORD001881,P0018,1,0.0,41.8
ORD001881,P0002,1,0.0,117.29
ORD001881,P0021,1,0.0,24.53
ORD001882,P0007,1,0.0,110.75
ORD001882,P0011,3,0.15,722.7
ORD001883,P0008,1,0.1,171.05
ORD001883,P0003,1,0.0,17.48
ORD001884,P0004,3,0.05,277.13
ORD001884,P0018,2,0.05,79.42
ORD001885,P0008,1,0.05,180.56
ORD001886,P0021,3,0.2,58.87
ORD001886,P0019,1,0.0,43.71
ORD001886,P0022,1,0.05,51.78
ORD001887,P0001,1,0.0,46.48
ORD001888,P0015,2,0.05,15.6
ORD001889,P0022,1,0.05,51.78
ORD001889,P0010,1,0.0,336.91
ORD001890,P0011,1,0.05,269.24
ORD001890,P0009,2,0.05,355.07
ORD001890,P0012,1,0.0,23.15
ORD001891,P0015,1,0.0,8.21
ORD001891,P0014,1,0.0,11.34
ORD001892,P0003,1,0.15,14.86
ORD001892,P0009,1,0.05,177.54
ORD001892,P0004,1,0.1,87.52
ORD001893,P0014,3,0.0,34.02
ORD001893,P0015,2,0.05,15.6
ORD001894,P0011,2,0.05,538.48
ORD001895,P0018,1,0.1,37.62
ORD001896,P0017,2,0.0,16.88
ORD001896,P0004,1,0.0,97.24
ORD001896,P0015,1,0.05,7.8
ORD001897,P0015,2,0.0,16.42
ORD001897,P0016,1,0.0,31.91
ORD001898,P0021,1,0.0,24.53
ORD001898,P0009,1,0.2,149.5
ORD001899,P0017,1,0.0,8.44
ORD001899,P0018,3,0.0,125.4
ORD001900,P0011,1,0.0,283.41
ORD001901,P0020,1,0.0,27.26
ORD001901,P0008,2,0.0,380.12
ORD001901,P0011,1,0.0,283.41
ORD001901,P0014,2,0.0,22.68
ORD001902,P0005,2,0.1,113.56
ORD001903,P0022,2,0.05,103.57
ORD001903,P0004,1,0.0,97.24
ORD001903,P0014,2,0.05,21.55
ORD001904,P0010,1,0.1,303.22
ORD001905,P0011,3,0.0,850.23
ORD001905,P0003,1,0.05,16.61
ORD001905,P0001,1,0.0,46.48
ORD001906,P0019,1,0.1,39.34
ORD001907,P0005,1,0.1,56.78
ORD001907,P0007,1,0.0,110.75
ORD001908,P0020,1,0.05,25.9
ORD001909,P0002,1,0.15,99.7
ORD001909,P0021,3,0.15,62.55
ORD001909,P0007,3,0.1,299.03
ORD001909,P0005,1,0.05,59.94
ORD001910,P0017,1,0.15,7.17
ORD001910,P0009,2,0.0,373.76
ORD001911,P0001,3,0.0,139.44
ORD001912,P0006,1,0.0,46.81
ORD001912,P0007,1,0.15,94.14
ORD001913,P0004,1,0.2,77.79
ORD001913,P0012,1,0.1,20.84
ORD001914,P0002,1,0.2,93.83
ORD001914,P0007,2,0.2,177.2
ORD001915,P0002,1,0.1,105.56
ORD001915,P0014,1,0.05,10.77
ORD001916,P0018,2,0.05,79.42
ORD001917,P0008,1,0.05,180.56
ORD001917,P0020,1,0.1,24.53
ORD001917,P0001,1,0.15,39.51
ORD001918,P0016,1,0.0,31.91
ORD001918,P0018,1,0.05,39.71
ORD001918,P0011,2,0.1,510.14
ORD001919,P0014,1,0.0,11.34
ORD001920,P0010,1,0.05,320.06
ORD001921,P0009,1,0.0,186.88
ORD001922,P0007,1,0.0,110.75
ORD001922,P0009,1,0.0,186.88
ORD001922,P0008,1,0.0,190.06
ORD001923,P0011,1,0.15,240.9
ORD001923,P0010,1,0.15,286.37
ORD001924,P0013,1,0.15,4.93
ORD001925,P0019,1,0.1,39.34
ORD001926,P0011,1,0.15,240.9
ORD001926,P0012,1,0.1,20.84
ORD001927,P0003,2,0.1,31.46
ORD001928,P0019,2,0.0,87.42
ORD001928,P0016,3,0.15,81.37
ORD001929,P0003,1,0.0,17.48
ORD001930,P0016,3,0.2,76.58
ORD001931,P0002,1,0.1,105.56
ORD001931,P0007,1,0.15,94.14
ORD001932,P0009,1,0.0,186.88
ORD001932,P0019,1,0.0,43.71
ORD001932,P0021,1,0.0,24.53
ORD001933,P0007,1,0.0,110.75
ORD001933,P0008,1,0.0,190.06
ORD001933,P0005,2,0.2,100.94
ORD001934,P0004,1,0.1,87.52
ORD001935,P0021,1,0.0,24.53
ORD001935,P0013,1,0.0,5.8
ORD001936,P0017,1,0.0,8.44
ORD001937,P0013,1,0.0,5.8
ORD001938,P0006,1,0.0,46.81
ORD001939,P0022,1,0.0,54.51
ORD001940,P0012,1,0.0,23.15
ORD001941,P0018,2,0.2,66.88
ORD001941,P0021,1,0.05,23.3
ORD001941,P0008,2,0.0,380.12
ORD001942,P0002,1,0.0,117.29
ORD001942,P0020,1,0.05,25.9
ORD001942,P0016,1,0.0,31.91
ORD001943,P0014,3,0.2,27.22
ORD001943,P0007,2,0.05,210.42
ORD001944,P0009,1,0.1,168.19
ORD001945,P0003,3,0.1,47.2
ORD001946,P0011,2,0.05,538.48
ORD001947,P0003,2,0.0,34.96
ORD001947,P0005,1,0.1,56.78
ORD001947,P0010,1,0.2,269.53
ORD001948,P0005,2,0.2,100.94
ORD001949,P0005,2,0.0,126.18
ORD001949,P0014,1,0.15,9.64
ORD001950,P0005,1,0.05,59.94
ORD001950,P0001,1,0.0,46.48
ORD001951,P0007,1,0.15,94.14
ORD001951,P0001,1,0.0,46.48
ORD001952,P0022,1,0.0,54.51
ORD001953,P0007,3,0.05,315.64
ORD001953,P0014,1,0.05,10.77
ORD001954,P0013,1,0.0,5.8
ORD001955,P0015,1,0.05,7.8
ORD001956,P0018,1,0.0,41.8
ORD001956,P0012,1,0.0,23.15
ORD001956,P0011,2,0.0,566.82
ORD001957,P0019,1,0.0,43.71
ORD001957,P0001,2,0.0,92.96
ORD001957,P0018,1,0.0,41.8
ORD001958,P0016,2,0.0,63.82
ORD001958,P0003,1,0.15,14.86
ORD001958,P0007,2,0.1,199.35
ORD001959,P0020,1,0.0,27.26
ORD001960,P0011,1,0.05,269.24
ORD001961,P0008,1,0.05,180.56
ORD001962,P0009,2,0.0,373.76
ORD001963,P0002,2,0.0,234.58
ORD001963,P0006,1,0.0,46.81
ORD001963,P0021,1,0.0,24.53
ORD001963,P0013,1,0.0,5.8
ORD001964,P0012,1,0.0,23.15
ORD001964,P0001,2,0.0,92.96
ORD001964,P0017,2,0.15,14.35
ORD001965,P0011,1,0.0,283.41
ORD001966,P0003,1,0.0,17.48
ORD001967,P0014,1,0.0,11.34
ORD001967,P0019,2,0.2,69.94
ORD001968,P0010,1,0.0,336.91
ORD001969,P0016,3,0.0,95.73
ORD001969,P0018,2,0.1,75.24
ORD001970,P0001,1,0.0,46.48
ORD001971,P0003,1,0.0,17.48
ORD001971,P0007,1,0.05,105.21
ORD001972,P0011,1,0.0,283.41
ORD001972,P0021,1,0.0,24.53
ORD001973,P0019,3,0.0,131.13
ORD001973,P0017,1,0.0,8.44
ORD001974,P0014,1,0.0,11.34
ORD001974,P0004,2,0.15,165.31
ORD001975,P0013,3,0.1,15.66
ORD001975,P0010,1,0.05,320.06
ORD001975,P0002,1,0.05,111.43
ORD001976,P0002,1,0.1,105.56
ORD001977,P0015,1,0.0,8.21
ORD001977,P0007,1,0.15,94.14
ORD001977,P0011,1,0.0,283.41
ORD001977,P0010,1,0.1,303.22
ORD001978,P0014,1,0.05,10.77
ORD001978,P0012,2,0.05,43.98
ORD001979,P0004,1,0.15,82.65
ORD001979,P0019,1,0.0,43.71
ORD001979,P0002,1,0.0,117.29
ORD001980,P0005,1,0.1,56.78
ORD001980,P0017,1,0.1,7.6
ORD001981,P0005,1,0.0,63.09
ORD001981,P0014,1,0.1,10.21
ORD001981,P0010,2,0.1,606.44
ORD001982,P0001,1,0.1,41.83
ORD001982,P0003,1,0.05,16.61
ORD001983,P0005,1,0.15,53.63
ORD001983,P0015,1,0.05,7.8
ORD001983,P0018,2,0.0,83.6
ORD001983,P0003,1,0.0,17.48
ORD001984,P0020,1,0.0,27.26
ORD001984,P0002,2,0.1,211.12
ORD001984,P0001,2,0.05,88.31
ORD001985,P0004,1,0.05,92.38
ORD001985,P0012,1,0.05,21.99
ORD001986,P0021,2,0.1,44.15
ORD001986,P0020,1,0.1,24.53
ORD001986,P0001,1,0.05,44.16
ORD001986,P0019,1,0.15,37.15
ORD001987,P0008,2,0.0,380.12
ORD001987,P0017,1,0.0,8.44
ORD001988,P0005,2,0.0,126.18
ORD001988,P0004,1,0.0,97.24
ORD001989,P0003,1,0.0,17.48
ORD001990,P0008,1,0.15,161.55
ORD001991,P0019,3,0.0,131.13
ORD001992,P0020,1,0.0,27.26
ORD001993,P0002,2,0.05,222.85
ORD001993,P0020,2,0.0,54.52
ORD001993,P0022,1,0.05,51.78
ORD001994,P0003,1,0.05,16.61
ORD001995,P0009,1,0.0,186.88
ORD001996,P0008,2,0.2,304.1
ORD001997,P0007,1,0.1,99.68
ORD001997,P0010,1,0.05,320.06
ORD001997,P0015,1,0.1,7.39
ORD001998,P0001,1,0.0,46.48
ORD001999,P0008,2,0.0,380.12
ORD001999,P0019,3,0.05,124.57
ORD001999,P0003,2,0.15,29.72
ORD002000,P0002,1,0.2,93.83
ORD002000,P0014,1,0.0,11.34
ORD002001,P0016,1,0.2,25.53
ORD002001,P0005,1,0.05,59.94
ORD002001,P0017,1,0.05,8.02
ORD002001,P0015,1,0.0,8.21
ORD002002,P0018,1,0.05,39.71
ORD002003,P0011,2,0.0,566.82
ORD002003,P0015,2,0.0,16.42
ORD002004,P0011,1,0.0,283.41
ORD002005,P0005,1,0.1,56.78
ORD002006,P0004,1,0.0,97.24
ORD002006,P0012,1,0.1,20.84
ORD002007,P0020,1,0.1,24.53
ORD002008,P0020,3,0.05,77.69
ORD002009,P0008,1,0.15,161.55
ORD002009,P0007,3,0.0,332.25
ORD002009,P0014,1,0.1,10.21
ORD002009,P0019,1,0.1,39.34
ORD002010,P0016,1,0.1,28.72
ORD002011,P0016,2,0.0,63.82
ORD002012,P0007,1,0.15,94.14
ORD002013,P0004,1,0.0,97.24
ORD002014,P0010,1,0.1,303.22
ORD002015,P0007,1,0.0,110.75
ORD002015,P0014,1,0.1,10.21
ORD002016,P0016,1,0.1,28.72
ORD002017,P0014,1,0.1,10.21
ORD002017,P0008,1,0.0,190.06
ORD002018,P0013,1,0.0,5.8
ORD002018,P0011,1,0.05,269.24
ORD002018,P0022,3,0.1,147.18
ORD002019,P0016,2,0.15,54.25
ORD002020,P0011,2,0.05,538.48
ORD002021,P0003,1,0.15,14.86
ORD002022,P0011,1,0.05,269.24
ORD002022,P0004,1,0.0,97.24
ORD002023,P0001,1,0.2,37.18
ORD002023,P0015,2,0.0,16.42
ORD002024,P0008,1,0.05,180.56
ORD002025,P0022,1,0.1,49.06
ORD002025,P0018,3,0.0,125.4
ORD002025,P0019,1,0.0,43.71
ORD002025,P0016,3,0.1,86.16
ORD002026,P0008,1,0.0,190.06
ORD002026,P0021,2,0.1,44.15
ORD002026,P0016,1,0.2,25.53
ORD002027,P0018,1,0.0,41.8
ORD002028,P0021,2,0.2,39.25
ORD002028,P0001,1,0.0,46.48
ORD002029,P0007,1,0.0,110.75
ORD002029,P0005,2,0.05,119.87
ORD002029,P0011,1,0.1,255.07
ORD002029,P0010,1,0.0,336.91
ORD002030,P0010,1,0.0,336.91
ORD002030,P0002,1,0.05,111.43
ORD002030,P0003,1,0.0,17.48
ORD002031,P0019,2,0.0,87.42
ORD002032,P0016,1,0.05,30.31
ORD002032,P0014,1,0.05,10.77
ORD002033,P0016,1,0.05,30.31
ORD002033,P0011,1,0.0,283.41
ORD002034,P0012,2,0.15,39.35
ORD002035,P0020,1,0.0,27.26
ORD002035,P0019,1,0.1,39.34
ORD002035,P0015,3,0.0,24.63
ORD002036,P0016,1,0.0,31.91
ORD002037,P0009,1,0.15,158.85
ORD002037,P0016,1,0.05,30.31
ORD002038,P0008,1,0.1,171.05
ORD002039,P0022,3,0.0,163.53
ORD002039,P0008,3,0.2,456.14
ORD002040,P0005,1,0.0,63.09
ORD002040,P0013,3,0.0,17.4
ORD002041,P0016,1,0.0,31.91
ORD002041,P0004,1,0.0,97.24
ORD002042,P0012,2,0.05,43.98
ORD002042,P0010,1,0.15,286.37
ORD002042,P0015,2,0.05,15.6
ORD002043,P0013,3,0.15,14.79
ORD002043,P0018,2,0.05,79.42
ORD002044,P0017,3,0.1,22.79
ORD002045,P0003,3,0.1,47.2
ORD002046,P0019,1,0.05,41.52
ORD002046,P0020,2,0.0,54.52
ORD002046,P0007,1,0.0,110.75
ORD002047,P0012,1,0.0,23.15
ORD002047,P0008,1,0.05,180.56
ORD002047,P0002,1,0.15,99.7
ORD002048,P0009,2,0.0,373.76
ORD002048,P0013,2,0.0,11.6
ORD002048,P0002,1,0.0,117.29
ORD002049,P0022,1,0.05,51.78
ORD002050,P0017,1,0.1,7.6
ORD002050,P0004,1,0.15,82.65
ORD002050,P0011,2,0.0,566.82
ORD002051,P0014,2,0.05,21.55
ORD002051,P0005,1,0.2,50.47
ORD002051,P0002,1,0.0,117.29
ORD002051,P0012,1,0.0,23.15
ORD002052,P0003,1,0.15,14.86
ORD002052,P0007,1,0.05,105.21
ORD002053,P0006,3,0.0,140.43
ORD002053,P0009,2,0.05,355.07
ORD002053,P0005,1,0.2,50.47
ORD002053,P0018,1,0.0,41.8
ORD002054,P0002,1,0.0,117.29
ORD002055,P0005,1,0.0,63.09
ORD002056,P0006,1,0.1,42.13
ORD002056,P0022,1,0.05,51.78
ORD002057,P0002,1,0.15,99.7
ORD002057,P0005,1,0.05,59.94
ORD002058,P0004,2,0.0,194.48
ORD002058,P0015,1,0.0,8.21
ORD002058,P0007,1,0.2,88.6
ORD002058,P0013,1,0.1,5.22
ORD002059,P0001,1,0.05,44.16
ORD002060,P0001,1,0.0,46.48
ORD002061,P0003,1,0.0,17.48
ORD002061,P0010,1,0.05,320.06
ORD002061,P0005,1,0.0,63.09
ORD002061,P0008,1,0.0,190.06
ORD002062,P0011,1,0.05,269.24
ORD002063,P0015,1,0.2,6.57
ORD002063,P0012,1,0.0,23.15
ORD002064,P0002,3,0.1,316.68
ORD002064,P0022,2,0.0,109.02
ORD002065,P0001,2,0.0,92.96
ORD002065,P0016,2,0.15,54.25
ORD002066,P0008,1,0.15,161.55
ORD002067,P0007,1,0.15,94.14
ORD002067,P0022,1,0.0,54.51
ORD002068,P0015,1,0.0,8.21
ORD002068,P0008,1,0.05,180.56
ORD002068,P0006,1,0.0,46.81
ORD002069,P0020,1,0.1,24.53
ORD002070,P0006,1,0.0,46.81
ORD002070,P0012,1,0.1,20.84
ORD002071,P0010,2,0.05,640.13
ORD002071,P0019,1,0.0,43.71
ORD002071,P0012,1,0.1,20.84
ORD002072,P0011,1,0.2,226.73
ORD002072,P0010,1,0.0,336.91
ORD002073,P0015,1,0.05,7.8
ORD002074,P0001,1,0.0,46.48
ORD002074,P0014,1,0.0,11.34
ORD002075,P0015,2,0.1,14.78
ORD002076,P0003,2,0.0,34.96
ORD002076,P0014,3,0.1,30.62
ORD002077,P0003,1,0.0,17.48
ORD002077,P0008,1,0.0,190.06
ORD002078,P0016,1,0.2,25.53
ORD002078,P0013,1,0.1,5.22
ORD002079,P0005,3,0.05,179.81
ORD002079,P0019,1,0.0,43.71
ORD002079,P0017,2,0.0,16.88
ORD002080,P0008,1,0.0,190.06
ORD002080,P0010,1,0.0,336.91
ORD002081,P0003,1,0.0,17.48
ORD002081,P0016,1,0.0,31.91
ORD002081,P0012,3,0.2,55.56
ORD002082,P0012,1,0.1,20.84
ORD002082,P0010,1,0.0,336.91
ORD002083,P0017,1,0.1,7.6
ORD002083,P0020,3,0.1,73.6
ORD002084,P0018,1,0.0,41.8
ORD002084,P0003,1,0.1,15.73
ORD002084,P0009,2,0.0,373.76
ORD002084,P0014,1,0.0,11.34
ORD002085,P0019,1,0.2,34.97
ORD002085,P0022,1,0.05,51.78
ORD002085,P0008,1,0.0,190.06
ORD002086,P0019,1,0.15,37.15
ORD002087,P0008,1,0.05,180.56
ORD002087,P0004,1,0.1,87.52
ORD002088,P0021,1,0.05,23.3
ORD002088,P0020,1,0.0,27.26
ORD002089,P0019,1,0.15,37.15
ORD002089,P0004,1,0.0,97.24
ORD002089,P0009,1,0.05,177.54
ORD002090,P0013,3,0.0,17.4
ORD002091,P0013,1,0.0,5.8
ORD002092,P0020,1,0.15,23.17
ORD002093,P0020,1,0.0,27.26
ORD002093,P0002,1,0.05,111.43
ORD002093,P0019,1,0.0,43.71
ORD002094,P0015,1,0.05,7.8
ORD002094,P0009,1,0.0,186.88
ORD002095,P0003,1,0.15,14.86
ORD002095,P0008,2,0.0,380.12
ORD002095,P0002,1,0.1,105.56
ORD002096,P0017,2,0.1,15.19
ORD002097,P0002,3,0.05,334.28
ORD002098,P0004,1,0.0,97.24
ORD002098,P0009,1,0.0,186.88
ORD002099,P0013,2,0.15,9.86
ORD002100,P0010,1,0.05,320.06
ORD002101,P0016,2,0.15,54.25
ORD002101,P0019,2,0.15,74.31
ORD002102,P0021,1,0.0,24.53
ORD002102,P0020,1,0.05,25.9
ORD002102,P0007,1,0.15,94.14
ORD002103,P0009,1,0.0,186.88
ORD002104,P0011,1,0.2,226.73
ORD002104,P0020,2,0.15,46.34
ORD002104,P0002,1,0.15,99.7
ORD002105,P0008,1,0.15,161.55
ORD002106,P0003,1,0.2,13.98
ORD002106,P0011,1,0.2,226.73
ORD002106,P0015,1,0.1,7.39
ORD002107,P0020,2,0.0,54.52
ORD002108,P0002,1,0.15,99.7
ORD002109,P0011,1,0.1,255.07
ORD002109,P0001,1,0.0,46.48
ORD002109,P0009,3,0.1,504.58
ORD002110,P0015,1,0.0,8.21
ORD002110,P0020,1,0.0,27.26
ORD002111,P0008,1,0.0,190.06
ORD002112,P0022,3,0.1,147.18
ORD002112,P0009,1,0.05,177.54
ORD002113,P0018,1,0.0,41.8
ORD002114,P0012,1,0.05,21.99
ORD002114,P0005,2,0.0,126.18
ORD002114,P0019,1,0.0,43.71
ORD002115,P0003,1,0.15,14.86
ORD002116,P0007,3,0.15,282.41
ORD002117,P0006,1,0.1,42.13
ORD002117,P0003,2,0.0,34.96
ORD002118,P0006,1,0.2,37.45
ORD002118,P0022,2,0.0,109.02
ORD002119,P0007,2,0.0,221.5
ORD002120,P0006,1,0.0,46.81
ORD002121,P0016,2,0.05,60.63
ORD002122,P0004,1,0.15,82.65
ORD002122,P0006,1,0.1,42.13
ORD002123,P0009,3,0.0,560.64
ORD002123,P0019,1,0.0,43.71
ORD002124,P0018,1,0.0,41.8
ORD002124,P0012,2,0.0,46.3
ORD002125,P0015,1,0.15,6.98
ORD002125,P0021,1,0.0,24.53
ORD002125,P0007,2,0.0,221.5
ORD002126,P0015,1,0.0,8.21
ORD002126,P0002,1,0.1,105.56
ORD002126,P0009,2,0.15,317.7
ORD002127,P0020,1,0.05,25.9
ORD002128,P0014,1,0.05,10.77
ORD002129,P0003,2,0.05,33.21
ORD002129,P0005,1,0.0,63.09
ORD002130,P0005,2,0.0,126.18
ORD002130,P0003,3,0.0,52.44
ORD002130,P0021,1,0.0,24.53
ORD002130,P0013,1,0.0,5.8
ORD002131,P0008,2,0.0,380.12
ORD002132,P0008,3,0.0,570.18
ORD002132,P0016,2,0.05,60.63
ORD002133,P0003,1,0.05,16.61
ORD002134,P0018,1,0.1,37.62
ORD002135,P0009,1,0.0,186.88
ORD002135,P0016,1,0.0,31.91
ORD002136,P0007,1,0.0,110.75
ORD002137,P0019,1,0.0,43.71
ORD002137,P0015,1,0.15,6.98
ORD002137,P0016,1,0.0,31.91
ORD002138,P0005,1,0.0,63.09
ORD002138,P0011,2,0.0,566.82
ORD002139,P0015,1,0.0,8.21
ORD002140,P0008,2,0.0,380.12
ORD002140,P0006,1,0.1,42.13
ORD002141,P0009,1,0.05,177.54
ORD002142,P0005,1,0.05,59.94
ORD002142,P0014,3,0.0,34.02
ORD002142,P0004,3,0.0,291.72
ORD002142,P0019,3,0.0,131.13
ORD002143,P0004,3,0.0,291.72
ORD002143,P0018,2,0.1,75.24
ORD002143,P0017,3,0.1,22.79
ORD002144,P0014,1,0.05,10.77
ORD002145,P0014,1,0.0,11.34
ORD002146,P0020,1,0.0,27.26
ORD002146,P0005,1,0.0,63.09
ORD002147,P0013,1,0.1,5.22
ORD002147,P0011,1,0.0,283.41
ORD002148,P0012,2,0.0,46.3
ORD002149,P0018,1,0.15,35.53
ORD002149,P0009,3,0.0,560.64
ORD002149,P0012,1,0.0,23.15
ORD002150,P0019,1,0.05,41.52
ORD002151,P0018,1,0.0,41.8
ORD002152,P0019,2,0.15,74.31
ORD002153,P0014,1,0.0,11.34
ORD002153,P0012,1,0.05,21.99
ORD002154,P0001,2,0.0,92.96
ORD002154,P0003,1,0.05,16.61
ORD002155,P0015,1,0.0,8.21
ORD002155,P0018,1,0.0,41.8
ORD002155,P0011,1,0.0,283.41
ORD002155,P0006,3,0.05,133.41
ORD002156,P0002,1,0.1,105.56
ORD002156,P0006,1,0.15,39.79
ORD002156,P0013,1,0.0,5.8
