customer_id,region,segment,signup_date
CUST00693,West,Consumer,2022-05-02
CUST00694,West,Consumer,2022-12-14
CUST00695,East,Home Office,2023-11-07
CUST00696,Central,Consumer,2022-03-31
CUST00697,North,Corporate,2023-10-10
CUST00698,North,Consumer,2023-11-29
CUST00699,South,Consumer,2022-11-12
CUST00700,North,Consumer,2022-06-27
CUST00701,East,Consumer,2023-06-24
CUST00702,Central,Home Office,2022-02-10
CUST00703,North,Consumer,2023-12-05
CUST00704,North,Consumer,2023-05-17
CUST00705,East,Consumer,2022-05-25
CUST00706,Central,Consumer,2022-07-20
CUST00707,South,Consumer,2023-12-25
CUST00708,East,Consumer,2023-04-06
CUST00709,North,Corporate,2023-07-12
CUST00710,North,Consumer,2023-07-01
CUST00711,Central,Consumer,2022-09-10
CUST00712,Central,Home Office,2023-01-25
CUST00713,North,Consumer,2023-08-17
CUST00714,Central,Home Office,2022-09-13
CUST00715,West,Consumer,2023-12-10
CUST00716,Central,Home Office,2023-03-26
CUST00717,East,Corporate,2022-01-10
CUST00718,East,Corporate,2022-08-30
CUST00719,East,Home Office,2022-09-08
CUST00720,West,Consumer,2022-01-05
CUST00721,North,Home Office,2022-04-29
CUST00722,North,Consumer,2023-01-09
CUST00723,South,Consumer,2022-03-06
CUST00724,West,Consumer,2022-05-26
CUST00725,North,Consumer,2022-08-12
CUST00726,West,Consumer,2022-08-27
CUST00727,Central,Corporate,2022-06-26
CUST00728,North,Consumer,2022-10-09
CUST00729,West,Corporate,2022-03-04
CUST00730,East,Corporate,2022-08-05
CUST00731,Central,Consumer,2023-11-20
CUST00732,North,Consumer,2023-04-06
CUST00733,West,Consumer,2023-09-02
CUST00734,West,Consumer,2022-04-15
CUST00735,Central,Consumer,2022-04-09
CUST00736,West,Consumer,2023-05-26
CUST00737,East,Consumer,2023-01-20
CUST00738,West,Home Office,2023-02-09
CUST00739,Central,Corporate,2023-06-02
CUST00740,East,Consumer,2023-04-21
CUST00741,North,Corporate,2023-12-10
CUST00742,Central,Consumer,2023-10-07
CUST00743,West,Consumer,2023-03-13
CUST00744,West,Corporate,2022-01-23
CUST00745,North,Consumer,2023-07-19
CUST00746,West,Consumer,2023-11-08
CUST00747,South,Home Office,2023-12-15
CUST00748,West,Home Office,2023-04-03
CUST00749,North,Corporate,2022-03-24
CUST00750,West,Corporate,2022-05-25
CUST00751,Central,Corporate,2022-03-26
CUST00752,North,Consumer,2022-03-19
CUST00753,Central,Consumer,2023-04-02
CUST00754,South,Consumer,2022-01-01
CUST00755,Central,Consumer,2022-02-20
CUST00756,West,Consumer,2023-11-16
CUST00757,East,Consumer,2023-12-18
CUST00758,West,Home Office,2023-03-22
CUST00759,Central,Home Office,2023-03-25
CUST00760,South,Corporate,2023-05-03
CUST00761,South,Consumer,2022-02-03
CUST00762,West,Home Office,2022-12-14
CUST00763,West,Consumer,2022-04-05
CUST00764,West,Corporate,2022-03-13
CUST00765,West,Consumer,2023-07-05
CUST00766,East,Corporate,2022-06-03
CUST00767,West,Consumer,2022-09-07
CUST00768,North,Home Office,2023-11-05
CUST00769,East,Home Office,2023-03-14
CUST00770,North,Consumer,2022-04-28
CUST00771,South,Consumer,2022-11-02
CUST00772,South,Home Office,2022-09-25
CUST00773,South,Consumer,2022-02-23
CUST00774,West,Home Office,2022-08-24
CUST00775,South,Corporate,2023-01-24
CUST00776,East,Consumer,2023-02-05
CUST00777,South,Consumer,2023-09-16
CUST00778,South,Consumer,2022-10-30
CUST00779,South,Corporate,2022-07-26
CUST00780,North,Consumer,2022-08-17
CUST00781,West,Consumer,2023-08-01
CUST00782,West,Consumer,2022-03-16
CUST00783,West,Corporate,2023-03-11
CUST00784,East,Home Office,2022-04-13
CUST00785,South,Home Office,2023-02-26
CUST00786,Central,Consumer,2023-12-05
CUST00787,East,Corporate,2022-11-02
CUST00788,East,Corporate,2022-04-08
CUST00789,North,Corporate,2022-12-01
CUST00790,South,Home Office,2023-03-11
CUST00791,South,Consumer,2023-03-23
CUST00792,South,Consumer,2022-11-04
CUST00793,East,Home Office,2022-09-06
CUST00794,East,Consumer,2022-06-15
CUST00795,West,Corporate,2023-04-26
CUST00796,West,Home Office,2022-12-01
CUST00797,West,Consumer,2023-06-26
CUST00798,West,Home Office,2022-04-16
CUST00799,Central,Consumer,2023-07-17
CUST00800,North,Consumer,2022-03-22
CUST00801,North,Corporate,2022-05-13
CUST00802,North,Home Office,2022-05-18
CUST00803,West,Consumer,2022-07-03
CUST00804,Central,Consumer,2023-02-05
CUST00805,South,Corporate,2022-11-26
CUST00806,Central,Corporate,2023-05-23
CUST00807,North,Corporate,2022-03-10
CUST00808,Central,Consumer,2023-06-30
CUST00809,South,Consumer,2022-02-22
CUST00810,North,Consumer,2023-03-26
CUST00811,East,Corporate,2022-07-24
CUST00812,South,Consumer,2022-05-06
CUST00813,South,Consumer,2022-02-12
CUST00814,South,Home Office,2022-04-21
CUST00815,West,Consumer,2023-10-25
CUST00816,East,Home Office,2022-07-02
CUST00817,South,Corporate,2022-04-05
CUST00818,West,Corporate,2023-01-09
CUST00819,West,Consumer,2023-06-04
CUST00820,South,Consumer,2022-12-26
CUST00821,South,Corporate,2023-11-27
CUST00822,North,Corporate,2022-10-08
CUST00823,North,Corporate,2022-07-14
CUST00824,West,Consumer,2022-07-14
CUST00825,North,Corporate,2023-10-29
CUST00826,East,Corporate,2022-04-03
CUST00827,West,Corporate,2023-11-03
CUST00828,North,Corporate,2022-03-02
CUST00829,East,Corporate,2023-09-26
CUST00830,South,Corporate,2022-02-20
CUST00831,Central,Consumer,2023-02-07
CUST00832,East,Consumer,2022-01-05
CUST00833,West,Consumer,2023-04-11
CUST00834,East,Consumer,2023-08-27
CUST00835,North,Consumer,2023-11-13
CUST00836,West,Consumer,2023-06-18
CUST00837,Central,Consumer,2023-02-09
CUST00838,West,Consumer,2023-05-28
CUST00839,West,Corporate,2023-10-07
CUST00840,Central,Home Office,2022-08-21
CUST00841,South,Consumer,2023-06-08
CUST00842,North,Home Office,2022-12-12
CUST00843,West,Consumer,2022-02-15
CUST00844,South,Consumer,2023-06-30
CUST00845,West,Consumer,2022-03-19
CUST00846,Central,Consumer,2022-03-14
CUST00847,South,Corporate,2022-09-06
CUST00848,South,Corporate,2022-02-16
CUST00849,West,Consumer,2022-05-01
CUST00850,South,Consumer,2022-08-02
CUST00851,West,Consumer,2022-08-27
CUST00852,East,Consumer,2022-02-25
CUST00853,West,Consumer,2022-12-16
CUST00854,North,Consumer,2022-04-17
CUST00855,West,Corporate,2022-02-17
CUST00856,East,Home Office,2023-07-27
CUST00857,East,Consumer,2022-12-03
CUST00858,North,Home Office,2022-01-26
CUST00859,West,Consumer,2022-09-14
CUST00860,Central,Consumer,2022-01-08
CUST00861,North,Consumer,2023-09-17
CUST00862,North,Corporate,2022-09-10
CUST00863,North,Home Office,2023-11-23
CUST00864,West,Corporate,2023-12-20
CUST00865,West,Consumer,2022-10-30
CUST00866,East,Corporate,2023-10-01
CUST00867,South,Consumer,2022-02-25
CUST00868,South,Home Office,2023-12-27
CUST00869,East,Consumer,2023-06-10
CUST00870,East,Consumer,2023-04-19
CUST00871,Central,Corporate,2022-01-28
CUST00872,North,Corporate,2022-03-19
CUST00873,West,Consumer,2022-08-04
CUST00874,South,Corporate,2023-01-21
CUST00875,East,Consumer,2022-12-31
CUST00876,West,Corporate,2023-10-28
CUST00877,West,Corporate,2023-06-10
CUST00878,Central,Corporate,2023-11-30
CUST00879,North,Corporate,2022-11-08
CUST00880,North,Consumer,2022-01-07
CUST00881,West,Consumer,2022-01-03
CUST00882,East,Corporate,2023-09-15
CUST00883,South,Consumer,2022-12-29
CUST00884,North,Consumer,2023-05-23
CUST00885,North,Consumer,2022-10-01
CUST00886,Central,Consumer,2023-05-21
CUST00887,North,Corporate,2022-01-15
CUST00888,South,Consumer,2022-07-11
CUST00889,South,Corporate,2023-09-23
CUST00890,South,Consumer,2023-04-30
CUST00891,North,Consumer,2022-01-28
CUST00892,East,Consumer,2023-12-15
CUST00893,North,Consumer,2022-02-08
CUST00894,West,Consumer,2022-09-30
CUST00895,South,Corporate,2022-08-19
CUST00896,East,Consumer,2022-03-27
CUST00897,Central,Corporate,2023-04-19
CUST00898,West,Consumer,2022-05-06
CUST00899,East,Consumer,2023-06-21
CUST00900,South,Corporate,2022-05-25
CUST00901,South,Consumer,2023-06-09
CUST00902,West,Consumer,2022-07-31
CUST00903,Central,Consumer,2022-01-25
CUST00904,West,Consumer,2023-08-03
CUST00905,East,Corporate,2023-01-29
CUST00906,West,Consumer,2022-03-08
CUST00907,East,Corporate,2022-08-21
CUST00908,North,Home Office,2022-04-19
CUST00909,East,Consumer,2022-05-26
CUST00910,Central,Home Office,2022-04-21
CUST00911,North,Consumer,2022-08-16
CUST00912,West,Home Office,2022-04-21
CUST00913,North,Consumer,2023-04-15
CUST00914,East,Corporate,2022-02-03
CUST00915,North,Consumer,2023-09-15
CUST00916,East,Consumer,2023-01-04
CUST00917,West,Corporate,2023-08-18
CUST00918,South,Corporate,2023-07-08
CUST00919,West,Consumer,2023-03-01
CUST00920,West,Consumer,2023-09-05
CUST00921,Central,Corporate,2023-06-02
CUST00922,South,Corporate,2023-11-23
CUST00923,South,Home Office,2022-10-09
CUST00924,North,Corporate,2022-11-16
CUST00925,Central,Home Office,2023-03-19
CUST00926,Central,Corporate,2022-11-11
CUST00927,East,Consumer,2023-01-12
CUST00928,West,Consumer,2022-10-16
CUST00929,East,Corporate,2023-03-13
CUST00930,West,Corporate,2023-10-24
CUST00931,North,Consumer,2022-10-04
CUST00932,West,Consumer,2023-12-11
CUST00933,North,Home Office,2023-08-05
CUST00934,West,Consumer,2023-05-18
CUST00935,West,Consumer,2023-09-16
CUST00936,West,Consumer,2023-05-31
CUST00937,North,Consumer,2022-12-16
CUST00938,South,Consumer,2023-03-22
CUST00939,South,Consumer,2022-12-16
CUST00940,South,Consumer,2023-08-30
CUST00941,North,Corporate,2023-10-26
CUST00942,Central,Consumer,2022-05-17
CUST00943,East,Corporate,2022-08-31
CUST00944,South,Home Office,2023-06-27
CUST00945,South,Consumer,2022-02-09
CUST00946,East,Corporate,2022-08-17
CUST00947,West,Consumer,2023-07-02
CUST00948,East,Home Office,2022-08-11
CUST00949,Central,Consumer,2022-01-06
CUST00950,East,Corporate,2022-11-18
CUST00951,Central,Corporate,2023-04-13
CUST00952,Central,Consumer,2022-03-16
CUST00953,North,Consumer,2022-01-04
CUST00954,Central,Corporate,2023-10-08
CUST00955,North,Corporate,2022-04-28
CUST00956,West,Consumer,2023-08-29
CUST00957,South,Corporate,2023-05-19
CUST00958,Central,Consumer,2023-07-28
CUST00959,Central,Corporate,2023-03-17
CUST00960,West,Consumer,2022-07-13
CUST00961,West,Home Office,2023-12-16
CUST00962,South,Consumer,2023-01-27
CUST00963,North,Consumer,2022-01-26
CUST00964,South,Consumer,2023-03-11
CUST00965,North,Consumer,2022-06-22
CUST00966,West,Consumer,2022-10-27
CUST00967,South,Consumer,2023-10-07
CUST00968,Central,Corporate,2022-11-22
CUST00969,West,Consumer,2023-02-14
CUST00970,West,Consumer,2022-04-28
CUST00971,North,Consumer,2023-12-25
CUST00972,Central,Consumer,2022-08-13
CUST00973,Central,Consumer,2023-06-16
CUST00974,East,Consumer,2022-04-23
CUST00975,West,Consumer,2022-05-20
CUST00976,West,Consumer,2023-07-13
CUST00977,North,Consumer,2022-01-01
CUST00978,East,Corporate,2022-03-31
CUST00979,South,Consumer,2023-10-16
CUST00980,North,Consumer,2022-11-16
CUST00981,South,Home Office,2023-07-04
CUST00982,North,Consumer,2022-05-19
CUST00983,North,Corporate,2023-05-26
CUST00984,North,Consumer,2022-09-16
CUST00985,Central,Corporate,2023-11-04
CUST00986,East,Corporate,2023-11-21
CUST00987,Central,Consumer,2022-01-10
CUST00988,East,Home Office,2022-09-18
CUST00989,South,Consumer,2023-10-12
CUST00990,East,Consumer,2022-06-21
CUST00991,East,Corporate,2022-01-13
CUST00992,North,Corporate,2022-06-17
CUST00993,West,Consumer,2023-10-04
CUST00994,North,Consumer,2023-08-19
CUST00995,West,Consumer,2022-11-17
CUST00996,West,Consumer,2022-11-15
CUST00997,North,Corporate,2023-09-05
CUST00998,North,Consumer,2022-11-25
CUST00999,West,Consumer,2023-07-04
CUST01000,East,Consumer,2023-02-23
