customer_id,recency,frequency,monetary,segment,churned
CUST00689,4,9,1338.74,Champions,0
CUST00690,15,13,1471.15,Champions,0
CUST00691,23,5,513.11,Potential Loyalists,0
CUST00693,467,2,347.76,At Risk,1
CUST00694,28,6,866.38,Loyal Customers,0
CUST00695,97,3,467.25,Potential Loyalists,0
CUST00696,9,4,1292.34,Loyal Customers,0
CUST00697,21,20,4041.48,Champions,0
CUST00698,161,1,122.85,At Risk,1
CUST00699,20,7,727.37,Loyal Customers,0
CUST00700,4,12,4183.79,Champions,0
CUST00701,14,7,1160.69,Loyal Customers,0
CUST00702,103,8,3011.36,Loyal Customers,0
CUST00705,111,6,561.22,Potential Loyalists,0
CUST00706,12,5,2743.3900000000003,Champions,0
CUST00707,75,2,116.93,At Risk,0
CUST00708,87,7,924.21,Potential Loyalists,0
CUST00709,158,2,350.56,At Risk,1
CUST00710,12,10,1636.45,Champions,0
CUST00711,44,15,1268.37,Champions,0
CUST00714,134,9,1723.0099999999998,Loyal Customers,1
CUST00715,23,7,338.02,Potential Loyalists,0
CUST00716,44,10,1324.67,Loyal Customers,0
CUST00717,9,10,3941.21,Champions,0
CUST00718,132,17,5763.34,Champions,1
CUST00719,17,19,4592.67,Champions,0
CUST00720,486,3,1303.62,Potential Loyalists,1
CUST00721,15,9,1803.66,Loyal Customers,0
CUST00722,2,3,488.03,Loyal Customers,0
CUST00724,87,4,420.75,Potential Loyalists,0
CUST00725,173,2,125.42999999999999,At Risk,1
CUST00726,18,14,2653.41,Champions,0
CUST00727,23,7,643.74,Loyal Customers,0
CUST00728,393,7,681.06,Potential Loyalists,1
CUST00729,638,4,1769.2199999999998,Potential Loyalists,1
CUST00730,330,1,180.56,At Risk,1
CUST00732,4,8,2031.26,Champions,0
CUST00733,291,1,23.15,At Risk,1
CUST00734,30,6,857.22,Loyal Customers,0
CUST00735,7,11,3229.92,Champions,0
CUST00736,10,16,5453.82,Champions,0
CUST00737,4,11,2634.21,Champions,0
CUST00738,336,2,512.59,At Risk,1
CUST00739,10,12,1599.64,Champions,0
CUST00740,11,14,2304.2000000000003,Champions,0
CUST00741,29,3,1282.14,Loyal Customers,0
CUST00742,2,9,1529.55,Champions,0
CUST00743,98,2,1818.45,Potential Loyalists,0
CUST00744,89,8,1904.52,Loyal Customers,0
CUST00745,13,36,9215.98,Champions,0
CUST00747,47,16,3202.64,Champions,0
CUST00748,5,13,1061.72,Champions,0
CUST00749,5,23,4353.27,Champions,0
CUST00750,89,5,901.29,Potential Loyalists,0
CUST00751,35,12,1614.42,Champions,0
CUST00753,19,5,345.27,Potential Loyalists,0
CUST00754,354,1,185.53,At Risk,1
CUST00755,51,27,4924.5,Champions,0
CUST00756,30,13,3014.32,Champions,0
CUST00757,47,8,1878.95,Loyal Customers,0
CUST00758,15,18,2699.41,Champions,0
CUST00760,198,2,206.96,At Risk,1
CUST00761,78,1,8.44,At Risk,0
CUST00762,89,3,467.02,Potential Loyalists,0
CUST00763,100,4,528.1,Potential Loyalists,0
CUST00764,311,3,401.36,At Risk,1
CUST00765,200,2,410.96999999999997,At Risk,1
CUST00767,590,1,311.86,At Risk,1
CUST00768,26,1,46.81,Needs Attention,0
CUST00769,17,44,11936.64,Champions,0
CUST00770,135,12,2128.8500000000004,Loyal Customers,1
CUST00771,27,28,4863.43,Champions,0
CUST00772,562,1,475.97,At Risk,1
CUST00773,101,3,491.78,Potential Loyalists,0
CUST00774,30,10,2141.34,Champions,0
CUST00775,441,3,454.12,At Risk,1
CUST00776,26,5,206.17000000000002,Potential Loyalists,0
CUST00778,19,2,89.78,Needs Attention,0
CUST00780,130,5,352.72,At Risk,1
CUST00781,61,8,1345.05,Loyal Customers,0
CUST00784,180,10,1785.1100000000001,Potential Loyalists,1
CUST00785,156,2,653.99,At Risk,1
CUST00787,18,14,1893.9,Champions,0
CUST00790,316,5,524.99,At Risk,1
CUST00791,9,4,1047.9099999999999,Loyal Customers,0
CUST00792,104,5,1268.5,Potential Loyalists,0
CUST00793,10,12,3474.6,Champions,0
CUST00794,519,1,54.51,At Risk,1
CUST00795,45,7,1665.47,Loyal Customers,0
CUST00796,652,3,780.76,At Risk,1
CUST00798,92,7,739.82,Potential Loyalists,0
CUST00800,25,7,949.19,Loyal Customers,0
CUST00802,371,3,365.45000000000005,At Risk,1
CUST00803,672,1,147.18,At Risk,1
CUST00804,46,12,2598.14,Champions,0
CUST00805,616,1,23.17,At Risk,1
CUST00806,24,2,514.62,Potential Loyalists,0
CUST00807,21,4,388.28000000000003,Potential Loyalists,0
CUST00808,16,10,2565.07,Champions,0
CUST00809,76,1,90.86,At Risk,0
CUST00810,13,6,781.56,Loyal Customers,0
CUST00811,56,17,3169.08,Champions,0
CUST00812,9,15,2208.28,Champions,0
CUST00813,70,1,118.02,At Risk,0
CUST00814,10,6,1695.21,Champions,0
CUST00815,20,15,3946.21,Champions,0
CUST00816,11,20,2104.79,Champions,0
CUST00817,5,16,4390.42,Champions,0
CUST00818,105,3,170.55,At Risk,0
CUST00820,30,7,722.27,Loyal Customers,0
CUST00821,18,10,2690.87,Champions,0
CUST00822,147,4,576.14,Potential Loyalists,1
CUST00823,19,4,494.25,Potential Loyalists,0
CUST00824,11,12,1577.26,Champions,0
CUST00825,51,2,98.8,At Risk,0
CUST00826,92,9,1783.23,Loyal Customers,0
CUST00827,89,3,538.84,Potential Loyalists,0
CUST00828,52,3,1000.5,Potential Loyalists,0
CUST00829,123,6,971.67,Potential Loyalists,1
CUST00830,54,13,1771.77,Loyal Customers,0
CUST00831,14,1,42.68,Needs Attention,0
CUST00832,290,2,284.4,At Risk,1
CUST00833,10,20,4567.08,Champions,0
CUST00834,214,2,235.07,At Risk,1
CUST00835,10,10,3177.91,Champions,0
CUST00836,111,6,1151.76,Loyal Customers,0
CUST00837,99,4,1206.25,Potential Loyalists,0
CUST00838,10,7,1739.2,Champions,0
CUST00839,111,1,37.18,At Risk,0
CUST00840,6,4,575.92,Loyal Customers,0
CUST00841,394,2,15.2,At Risk,1
CUST00842,91,3,1034.28,Potential Loyalists,0
CUST00844,2,6,1946.06,Champions,0
CUST00845,263,2,965.88,At Risk,1
CUST00846,476,1,157.95,At Risk,1
CUST00847,8,4,594.4,Loyal Customers,0
CUST00849,139,9,2094.36,Loyal Customers,1
CUST00850,519,1,790.04,At Risk,1
CUST00851,40,18,4109.93,Champions,0
CUST00852,4,28,5210.79,Champions,0
CUST00853,101,9,994.8900000000001,Potential Loyalists,0
CUST00854,29,3,691.1,Potential Loyalists,0
CUST00855,33,4,1009.34,Potential Loyalists,0
CUST00856,134,7,1532.46,Loyal Customers,1
CUST00857,124,3,398.44,At Risk,1
CUST00859,26,10,3440.23,Champions,0
CUST00860,36,14,3336.4700000000003,Champions,0
CUST00861,3,8,753.46,Loyal Customers,0
CUST00862,21,2,733.17,Potential Loyalists,0
CUST00863,8,9,1998.43,Champions,0
CUST00864,22,2,682.75,Potential Loyalists,0
CUST00865,276,3,563.3000000000001,At Risk,1
CUST00866,15,15,3238.0,Champions,0
CUST00867,77,3,958.63,Potential Loyalists,0
CUST00868,13,3,777.63,Loyal Customers,0
CUST00870,14,16,5544.12,Champions,0
CUST00871,8,12,2193.76,Champions,0
CUST00872,170,6,1586.99,Potential Loyalists,1
CUST00873,19,8,1609.05,Loyal Customers,0
CUST00874,516,1,783.13,At Risk,1
CUST00875,11,6,1210.93,Champions,0
CUST00876,404,2,60.67,At Risk,1
CUST00877,373,2,15.6,At Risk,1
CUST00878,17,6,1042.3600000000001,Loyal Customers,0
CUST00879,102,15,1901.33,Loyal Customers,0
CUST00881,147,4,1179.73,Potential Loyalists,1
CUST00882,263,1,116.96,At Risk,1
CUST00883,123,1,1106.91,Potential Loyalists,1
CUST00884,2,15,3699.24,Champions,0
CUST00885,37,3,602.12,Potential Loyalists,0
CUST00886,12,7,2059.83,Champions,0
CUST00887,2,11,1552.96,Champions,0
CUST00889,77,5,1061.98,Potential Loyalists,0
CUST00890,7,4,1169.49,Loyal Customers,0
CUST00891,6,8,1862.4299999999998,Champions,0
CUST00892,3,52,6866.25,Champions,0
CUST00893,2,7,960.18,Loyal Customers,0
CUST00894,26,4,880.0899999999999,Potential Loyalists,0
CUST00895,62,9,1655.15,Loyal Customers,0
CUST00896,209,1,168.3,At Risk,1
CUST00900,126,3,1352.3999999999999,Potential Loyalists,1
CUST00901,111,7,1151.96,Loyal Customers,0
CUST00902,100,16,2561.88,Champions,0
CUST00903,7,4,355.16999999999996,Potential Loyalists,0
CUST00904,33,1,235.34,Needs Attention,0
CUST00907,276,2,144.55,At Risk,1
CUST00908,127,3,153.26,At Risk,1
CUST00909,42,9,1256.0600000000002,Loyal Customers,0
CUST00910,78,2,417.94000000000005,At Risk,0
CUST00912,201,8,3663.2900000000004,Loyal Customers,1
CUST00913,512,1,347.87,At Risk,1
CUST00915,127,6,1291.65,Loyal Customers,1
CUST00916,579,2,72.84,At Risk,1
CUST00917,170,9,2628.97,Loyal Customers,1
CUST00920,307,2,236.3,At Risk,1
CUST00921,47,7,1123.76,Loyal Customers,0
CUST00922,144,4,725.8000000000001,Potential Loyalists,1
CUST00923,9,7,603.71,Loyal Customers,0
CUST00924,121,1,24.53,At Risk,1
CUST00925,13,17,2954.89,Champions,0
CUST00926,55,3,196.55,At Risk,0
CUST00927,81,6,1524.65,Loyal Customers,0
CUST00928,533,3,561.01,At Risk,1
CUST00929,12,13,2286.77,Champions,0
CUST00930,5,5,445.67,Loyal Customers,0
CUST00931,120,1,303.22,At Risk,0
CUST00933,5,15,2950.65,Champions,0
CUST00934,284,3,300.16,At Risk,1
CUST00935,45,9,1293.46,Loyal Customers,0
CUST00937,203,3,839.97,At Risk,1
CUST00939,8,18,3135.04,Champions,0
CUST00940,4,14,3266.1,Champions,0
CUST00941,8,17,3679.7400000000002,Champions,0
CUST00942,219,2,202.79,At Risk,1
CUST00943,5,7,2724.36,Champions,0
CUST00944,109,8,1282.74,Loyal Customers,0
CUST00945,22,5,656.1500000000001,Potential Loyalists,0
CUST00946,6,14,1985.3600000000001,Champions,0
CUST00947,16,17,4954.94,Champions,0
CUST00948,19,18,3509.1600000000003,Champions,0
CUST00949,22,11,2240.89,Champions,0
CUST00950,273,1,54.51,At Risk,1
CUST00952,3,21,4620.97,Champions,0
CUST00954,18,9,1436.77,Loyal Customers,0
CUST00955,3,9,3033.42,Champions,0
CUST00956,1,12,2798.56,Champions,0
CUST00957,7,34,7111.18,Champions,0
CUST00958,174,3,736.5699999999999,At Risk,1
CUST00959,102,1,39.79,At Risk,0
CUST00960,386,2,308.24,At Risk,1
CUST00961,29,7,1202.15,Loyal Customers,0
CUST00962,341,2,482.15,At Risk,1
CUST00963,9,6,1586.01,Champions,0
CUST00964,4,13,2931.46,Champions,0
CUST00965,3,17,4209.38,Champions,0
CUST00966,205,2,184.57,At Risk,1
CUST00967,119,2,251.96999999999997,At Risk,0
CUST00968,21,17,2601.73,Champions,0
CUST00969,637,1,71.53,At Risk,1
CUST00970,19,2,482.48,Potential Loyalists,0
CUST00971,176,2,908.6400000000001,At Risk,1
CUST00972,8,9,1399.3400000000001,Champions,0
CUST00974,3,31,6293.27,Champions,0
CUST00975,74,4,569.21,Potential Loyalists,0
CUST00976,12,7,1599.71,Champions,0
CUST00977,5,2,339.24,Potential Loyalists,0
CUST00978,242,3,178.45,At Risk,1
CUST00979,14,7,967.3599999999999,Loyal Customers,0
CUST00980,12,7,1053.54,Loyal Customers,0
CUST00981,7,6,988.8,Loyal Customers,0
CUST00983,62,14,2087.29,Loyal Customers,0
CUST00984,22,16,2381.35,Champions,0
CUST00985,52,9,1042.5,Potential Loyalists,0
CUST00988,438,2,265.36,At Risk,1
CUST00989,90,6,572.76,Potential Loyalists,0
CUST00990,534,1,107.11,At Risk,1
CUST00991,250,2,584.72,At Risk,1
CUST00992,6,12,1593.08,Champions,0
CUST00993,7,20,4936.27,Champions,0
CUST00994,3,19,2786.25,Champions,0
CUST00995,6,3,74.41,Potential Loyalists,0
CUST00996,11,10,1949.13,Champions,0
CUST00997,128,3,614.4,Potential Loyalists,1
CUST00999,292,2,50.34,At Risk,1
CUST01000,210,3,686.0300000000001,At Risk,1
